childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE171103,15,7,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,3,12,4,3,8,N/A,-88,88,88,88,88,88,None,11,1,1,0,0,5,2,2,,,,,,,,,,,
PE171103,16,6,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,1,0,0,5,2,3,,,,,,,,,,,
PE171103,17,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171104,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,0,0,0,4,2,4,,,,,,,,,,,
PE171104,1,50,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),10,12,4,3,8,12,Small animals breeder,12,28,4,7,3,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,800,Year,N/A,-88,N/A,N/A,-88,N/A,20,0
PE171104,2,47,female,Biological parent,"Yes, still lives in household",2,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,28,4,7,4,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171104,3,28,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171104,4,24,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171104,5,19,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171104,6,18,female,Brother/sister,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,6,4,4,1,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171104,7,15,male,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,4,4,1,6,N/A,-88,88,88,88,88,88,None,7,1,2,0,0,6,2,1,,,,,,,,,,,
PE171104,8,14,female,Brother/sister,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,4,4,1,6,N/A,-88,88,88,88,88,88,None,7,1,2,0,0,5,2,1,,,,,,,,,,,
PE171104,9,11,male,Nephew/Niece,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171104,15,7,female,Nephew/Niece,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171105,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,1,0,0,4,1,2,,,,,,,,,,,
PE171105,1,39,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,12,"Waged worker (agriculture, cattle farmer, fishing)",12,28,4,7,8,11,Self-employed farmer (own plot),6,12,4,3,4,Independent merchant,12,12,2,2,1,5,Third activity,,,,,,,,,Independent,10,Day,N/A,-88,N/A,N/A,-88,N/A,2,0
PE171105,2,18,male,Half-sibling (same mother),"Yes, still lives in household",Incomplete Technical college,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,269,Waged worker,2,1,1,1,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,Yes,3,Day,3,0
PE171105,3,62,female,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171105,4,26,male,Uncle/Aunt,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",2,12,4,3,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,Yes,3,Day,5,0
PE171105,5,24,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171105,6,16,male,Uncle/Aunt,"Yes, still lives in household",,,9,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,"Waged worker (agriculture, cattle farmer, fishing)",2,12,4,3,8,N/A,-88,88,88,88,88,88,Second activity,8,0,0,0,0,6,2,2,Dependent,10,Day,No,-88,N/A,Yes,3,Day,1,0
PE171106,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,1,0,0,4,1,2,,,,,,,,,,,
PE171106,1,43,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,410,Waged worker,2,20,4,5,8,525,Independent merchant,3,8,4,2,2,Self-employed farmer (own plot),11,6,24,4,6,8,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,No,-88,N/A,0,2
PE171106,2,21,male,Brother/sister,"Yes, still lives in household",Incomplete Technical college,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,132,Other (related to agriculture),1,20,4,5,8,"Waged worker (agriculture, cattle farmer, fishing)",11,3,24,4,6,8,Second activity,,,,,,,,,Independent,1000,Month,N/A,-88,N/A,N/A,-88,N/A,0,1
PE171106,3,19,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171106,4,13,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171106,5,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,2,2,,,,,,,,,,,
PE181001,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,2,2,0,0,5,1,3,,,,,,,,,,,
PE181001,1,21,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Non-remunerated household members,4,6,3,2,3,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181001,2,43,male,Uncle/Aunt,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),11,28,4,7,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,700,Month,N/A,-88,N/A,N/A,-88,N/A,20,0
PE181001,3,44,female,Uncle/Aunt,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Non-remunerated household members,4,6,3,2,3,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181001,4,21,male,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,Non-remunerated household members,11,28,4,7,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181001,5,18,male,Uncle/Aunt,"Yes, still lives in household",9,"Yes, attending regularly",,,,,,,,,No disability,11,Non-remunerated household members,11,8,4,2,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181001,6,17,male,Uncle/Aunt,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,11,Non-remunerated household members,11,8,4,2,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,99,99,99,99,99,99,99,99,,,,,,,,,,,
PE181001,7,12,male,Uncle/Aunt,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Reasonably okay,No disability,11,Non-remunerated household members,11,8,4,2,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,2,3,,,,,,,,,,,
PE181001,15,8,male,Uncle/Aunt,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,11,Non-remunerated household members,1,1,1,1,2,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,2,3,,,,,,,,,,,
PE181001,16,1,female,Uncle/Aunt,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181002,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,0,0,0,4,0,3,,,,,,,,,,,
PE181002,1,30,male,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,18,3,6,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,2000,Year,N/A,-88,N/A,N/A,-88,N/A,9,0
PE181002,2,24,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,28,4,7,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181002,3,26,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE181002,4,22,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE181002,15,7,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,28,4,7,3,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,2,2,,,,,,,,,,,
PE181002,16,2,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181003,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,1,0,0,4,0,3,,,,,,,,,,,
PE181003,1,36,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,921,Self-employed (services),12,28,4,7,6,11,Self-employed farmer (own plot),12,12,4,3,2,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,100,Quarter,N/A,-88,N/A,N/A,-88,N/A,12,0
PE181003,2,36,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,525,Independent merchant,12,8,4,2,2,-88,Household chores/Housewife,88,88,88,88,88,Non-remunerated household members,11,12,12,4,3,5,First activity,,,,,,,,,Independent,50,Month,N/A,-88,N/A,N/A,-88,N/A,0,8
PE181003,3,12,female,Brother/sister,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Very bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,1,N/A,-88,88,88,88,88,88,None,8,1,1,1,0,5,1,2,,,,,,,,,,,
PE181003,15,9,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Very bad,Very bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,1,N/A,-88,88,88,88,88,88,None,8,2,1,1,0,5,2,2,,,,,,,,,,,
PE181003,16,6,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,1,1,0,5,2,2,,,,,,,,,,,
PE181004,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,4,0,5,,,,,,,,,,,
PE181004,1,33,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,3000,Year,N/A,-88,N/A,N/A,-88,N/A,15,0
PE181004,2,29,female,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,853,Waged worker,12,20,4,5,8,12,Small animals breeder,12,30,4,7,2,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,120,Month,No,-88,N/A,No,-88,N/A,1,1
PE181004,3,9,female,Brother/sister,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,12,Non-remunerated household members,12,30,4,7,4,-88,Dependent living at home (child or retired elder),88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,4,0,5,1,1,,,,,,,,,,,
PE181004,15,7,male,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,12,Non-remunerated household members,12,30,4,7,2,-88,Dependent living at home (child or retired elder),88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,2,0,5,1,2,,,,,,,,,,,
PE181004,16,2,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181005,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,1,0,3,1,3,,,,,,,,,,,
PE181005,1,37,male,Biological parent,"Yes, still lives in household",1,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,20,4,5,8,11,"Waged worker (agriculture, cattle farmer, fishing)",2,4,2,2,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,850,Year,N/A,-88,N/A,N/A,-88,N/A,20,0
PE181005,2,35,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,12,Cattle farmer,12,20,4,5,6,11,Non-remunerated household members,2,4,2,2,6,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,2,Week,N/A,-88,N/A,N/A,-88,N/A,15,0
PE181005,3,16,female,Brother/sister,"Yes, still lives in household",,,9,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,20,4,5,2,"Waged worker (agriculture, cattle farmer, fishing)",11,3,4,4,1,8,Third activity,9,2,2,2,0,5,2,0,Dependent,8,Day,No,-88,N/A,No,-88,N/A,4,0
PE181005,4,14,male,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,20,4,5,2,"Waged worker (agriculture, cattle farmer, fishing)",11,3,4,4,1,8,Third activity,9,1,1,2,0,5,2,1,Dependent,8,Day,No,-88,N/A,No,-88,N/A,1,0
PE181005,5,13,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,24,4,6,2,N/A,-88,88,88,88,88,88,None,11,1,2,2,0,5,1,2,,,,,,,,,,,
PE181005,6,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,24,4,6,2,N/A,-88,88,88,88,88,88,None,11,1,1,2,0,5,2,1,,,,,,,,,,,
PE181005,7,10,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,24,4,6,2,N/A,-88,88,88,88,88,88,None,11,1,1,2,0,5,2,1,,,,,,,,,,,
PE181005,15,7,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,24,4,6,2,N/A,-88,88,88,88,88,88,None,11,1,1,2,0,5,1,3,,,,,,,,,,,
PE181005,16,2,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181005,17,0,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE181006,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,0,0,0,4,1,3,,,,,,,,,,,
PE181006,1,35,male,Biological parent,"Yes, still lives in household",2,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),9,28,4,7,8,11,"Waged worker (agriculture, cattle farmer, fishing)",3,24,4,6,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,480,Semester,N/A,-88,N/A,N/A,-88,N/A,25,0
PE181006,2,25,female,Biological parent,"Yes, still lives in household",4,"Yes, but attending irregularly",,,,,,,,,No disability,12,Cattle farmer,12,20,4,5,8,11,Non-remunerated household members,2,8,4,2,8,Household chores/Housewife,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,1000,Year,N/A,-88,N/A,N/A,-88,N/A,16,0
