childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN160081,2,38,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,28,3,self-employed (food crops),4,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160081,1,42,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,25,2,self-employed (food crops),4,7,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160082,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,1,6
VN160082,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,20,1,household dependent,88,88,88,n/a,88,88,88,10,0,1,0,0,4,2,7
VN160082,4,15,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,10,"yes, attending regularly",n/a,88,5,government school,reasonably well,good,no disability,household chores,12,30,2,household dependent,88,88,88,n/a,88,88,88,8,0,2,0,0,4,3,7
VN160082,3,17,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,11,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,30,2,household dependent,88,88,88,n/a,88,88,88,8,0,2,0,0,4,4,6
VN160082,2,40,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160082,1,42,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,10,6,self-employed (aquaculture),12,15,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160083,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4
VN160083,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,4,6,6
VN160083,2,33,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,24,8,self-employed (livestock),12,30,2,household chores,12,30,1,88,88,88,88,88,88,88,88
VN160083,1,40,male,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,self-employed (livestock),10,15,3,wage employment (non-agriculture),1,26,8,88,88,88,88,88,88,88,88
VN160084,3,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160084,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160084,2,24,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,self-employed (livestock),12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160084,1,32,male,biological parent,"yes, still lives in household","post-secondary, vocational","yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,22,8,self-employed (food crops),2,19,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160085,4,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160085,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160085,3,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,25,2,n/a,88,88,88,n/a,88,88,88,10,0,2,0,0,4,4,4
VN160085,2,33,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,3,self-employed (livestock),12,30,2,self-employed (food crops),7,10,6,88,88,88,88,88,88,88,88
VN160085,1,39,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160086,6,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160086,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,10,0,0,0,0,7,0,7
VN160086,5,23,female,uncle/aunt,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,2,self-employed (livestock),10,28,2,self-employed (food crops),4,12,8,88,88,88,88,88,88,88,88
VN160086,4,27,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,10,28,2,self-employed (livestock),4,10,6,wage employment (non-agriculture),2,20,8,88,88,88,88,88,88,88,88
VN160086,3,29,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,25,1,self-employed (livestock),9,28,2,self-employed (food crops),2,10,8,88,88,88,88,88,88,88,88
VN160086,2,56,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,cannot work but able to care for themselves,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160086,1,95,female,great-grandparent (mother's side),person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160088,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160088,2,35,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (manufacturing),12,15,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160088,1,62,female,maternal grandparent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),2,20,7,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160089,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160089,2,26,female,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,11,22,8,self-employed (food crops),2,20,8,household chores,12,30,1,88,88,88,88,88,88,88,88
VN160089,1,30,male,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,24,8,household chores,12,10,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160090,3,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160090,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160090,2,28,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (manufacturing),12,25,6,self-employed (livestock),12,28,2,household chores,12,28,1,88,88,88,88,88,88,88,88
VN160090,1,30,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,28,4,household chores,12,20,1,self-employed (food crops),4,5,6,88,88,88,88,88,88,88,88
VN160091,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,2,9
VN160091,4,24,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160091,5,26,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,5,self-employed (business),12,10,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160091,3,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,5,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160091,2,52,female,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160091,1,53,male,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160092,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160092,4,25,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,26,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160092,3,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,26,8,household chores,12,30,2,self-employed (livestock),1,30,4,88,88,88,88,88,88,88,88
VN160092,2,71,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160092,1,75,male,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160093,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4
VN160093,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,1,0,0,0,4,5,5
VN160093,3,18,male,brother/sister (both parents the same),"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160093,2,36,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,22,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160093,1,40,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,wage employment (non-agriculture),2,26,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160094,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160094,16,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,12,25,3,household dependent,88,88,88,n/a,88,88,88,10,0,0,3,0,4,2,5
VN160094,2,33,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (livestock),12,30,2,self-employed (food crops),7,10,6,88,88,88,88,88,88,88,88
VN160094,1,33,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,able to work full-time but only work requiring no physical activity,self-employed (business),3,30,8,self-employed (food crops),6,10,6,self-employed (livestock),9,20,2,88,88,88,88,88,88,88,88
VN160095,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,1,9
VN160095,7,20,female,uncle/aunt,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,10,28,6,self-employed (food crops),12,15,2,household chores,12,30,1,88,88,88,88,88,88,88,88
VN160095,6,23,male,uncle/aunt,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,28,6,self-employed (food crops),12,15,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160095,2,25,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160095,5,25,male,uncle/aunt,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,29,8,self-employed (food crops),12,20,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160095,1,30,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160095,4,60,female,paternal grandparent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,20,7,household chores,12,30,1,self-employed (livestock),12,29,1,88,88,88,88,88,88,88,88
VN160095,3,67,male,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,20,7,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160096,3,2,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160096,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160096,2,27,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,3,other unpaid activity,3,20,8,self-employed (food crops),7,10,6,88,88,88,88,88,88,88,88
VN160096,1,29,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,26,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160097,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160097,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,7,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,4,7
VN160097,3,16,male,adoptive brother/sister,"yes, still lives in household",n/a,n/a,5,no,other,12,7,nk,nk,nk,no disability,other unpaid activity,12,15,6,household chores,12,20,2,household dependent,88,88,88,9,0,2,6,0,0,0,7
VN160097,1,35,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,30,4,wage employment (non-agriculture),2,28,10,self-employed (non-food agriculture),8,20,3,88,88,88,88,88,88,88,88
VN160097,2,35,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,30,6,household chores,12,30,2,self-employed (food crops),4,10,6,88,88,88,88,88,88,88,88
VN160098,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160098,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,4,other,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160098,6,14,female,uncle/aunt,"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN160098,5,20,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160098,4,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,3,self-employed (business),12,8,10,self-employed (food crops),6,10,6,88,88,88,88,88,88,88,88
VN160098,3,28,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,8,10,self-employed (food crops),2,8,10,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160098,2,53,female,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160098,1,54,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160099,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,7,0,8
VN160099,15,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,7,0,8
VN160099,3,31,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,2,self-employed (livestock),12,28,2,self-employed (food crops),4,10,8,88,88,88,88,88,88,88,88
VN160099,2,33,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,1,self-employed (livestock),12,22,1,self-employed (food crops),4,8,6,88,88,88,88,88,88,88,88
