formno,childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play,inegsday,inegwage,inegchld,inegvill,inegcomp
,IN200072,7,26,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,5,27,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,4,27,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,11,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,3,33,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,2,49,female,paternal grandparent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,1,69,male,paternal grandparent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200074,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN200074,4,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,1,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN200074,3,11,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN200074,1,27,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200074,2,31,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,8,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other agriculture,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200075,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,11,6,8,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4,-77,-77,nk,nk,nk
,IN200075,7,24,female,uncle/aunt,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,6,28,male,uncle/aunt,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,4,29,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,5,30,male,uncle/aunt,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,7,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,3,32,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),10,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,2,49,female,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200075,1,54,male,paternal grandparent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200076,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,n/a,n/a,n/a,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200076,5,6,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,n/a,n/a,n/a,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200076,4,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200076,3,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,5,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,2,1,0,0,7,2,2,-77,-77,nk,nk,nk
,IN200076,2,27,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200076,1,35,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200077,7,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200077,6,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200077,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200077,5,21,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200077,4,22,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200077,3,25,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200077,2,34,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200077,1,54,male,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,8,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200078,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,2,7,-77,-77,nk,nk,nk
,IN200078,7,15,female,cousin,"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,private,reasonably well,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,1,8,-77,-77,nk,nk,nk
,IN200078,6,24,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,5,25,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,4,30,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,3,32,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,2,37,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,self-employed (services),9,3,3,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200078,1,54,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200079,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,4,n/a,n/a,n/a,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5,-77,-77,nk,nk,nk
,IN200079,2,26,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200079,1,31,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,7,1,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200080,8,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200080,0,5,male,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,3,private,excellent,excellent,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5,-77,-77,nk,nk,nk
,IN200080,9,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,3,private,excellent,excellent,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,9,1,0,0,0,8,3,3,-77,-77,nk,nk,nk
,IN200080,6,21,female,uncle/aunt,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,5,25,male,uncle/aunt,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,4,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,3,31,male,biological parent,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,2,48,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,2,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200080,1,50,male,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),10,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200081,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,3,5,-77,-77,nk,nk,nk
,IN200081,7,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,3,5,-77,-77,nk,nk,nk
,IN200081,6,16,female,half-sibling (same father),"yes, still lives in household",n/a,n/a,5,no,"truancy, child does not want to go",11,5,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,11,2,2,0,0,0,0,9,-77,-77,nk,nk,nk
,IN200081,5,19,female,half-sibling (same father),"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200081,4,21,male,half-sibling (same father),"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),4,6,12,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200081,3,23,female,half-sibling (same father),"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200081,2,35,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200081,1,49,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),8,2,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,9,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200082,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,12,6,8,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4,-77,-77,nk,nk,nk
,IN200082,6,23,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,5,25,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,8,25,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,4,27,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,7,29,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,3,33,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,2,49,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200082,1,54,male,paternal grandparent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,13,2,female,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200083,14,2,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200083,12,3,female,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200083,11,4,male,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200083,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,2,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,7,-77,-77,nk,nk,nk
,IN200083,10,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,7,-77,-77,nk,nk,nk
,IN200083,9,10,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,1,9,-77,-77,nk,nk,nk
,IN200083,8,12,female,cousin,"yes, still lives in household",n/a,n/a,8,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,8,0,1,0,0,6,1,8,-77,-77,nk,nk,nk
,IN200083,7,16,male,cousin,"yes, still lives in household",n/a,n/a,10,"yes, attending regularly",n/a,88,4,private,good,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,8,0,1,0,0,6,1,8,-77,-77,nk,nk,nk
,IN200083,6,18,female,cousin,"yes, still lives in household",university,"yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,4,29,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,5,32,female,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,3,34,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,2,39,male,uncle/aunt,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,12,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200083,1,79,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200084,0,5,male,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,4,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN200084,3,11,female,brother/sister (both parents the same),"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200084,2,32,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200084,1,39,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,6,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200085,0,6,male,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,10,6,5,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,5,2,7,-77,-77,nk,nk,nk
,IN200085,3,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,10,6,5,n/a,88,88,88,n/a,88,88,88,9,1,1,0,0,5,2,6,-77,-77,nk,nk,nk
,IN200085,2,28,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,7,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200085,1,35,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200086,8,4,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200086,0,5,female,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,3,private,good,excellent,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,3,4,-77,-77,nk,nk,nk
,IN200086,7,6,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,excellent,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,3,4,-77,-77,nk,nk,nk
,IN200086,6,9,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,excellent,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,3,4,-77,-77,nk,nk,nk
,IN200086,5,11,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,3,private,good,excellent,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,3,4,-77,-77,nk,nk,nk
