hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE161099,17,,,,,,,9,Female,Brother/sister
PE161100,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161100,1,30,Male,Biological parent,32,Male,Biological parent,36,Male,Biological parent
PE161100,2,31,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE161100,3,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE161100,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161100,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161101,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161101,1,24,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE161101,2,48,Male,Maternal grandparent,51,Male,Maternal grandparent,57,Male,Maternal grandparent
PE161101,3,53,Female,Maternal grandparent,56,Female,Maternal grandparent,62,Female,Maternal grandparent
PE161101,4,20,Female,Uncle/Aunt,,,,25,Female,Uncle/Aunt
PE161101,5,16,Male,Uncle/Aunt,19,Male,Uncle/Aunt,23,Male,Uncle/Aunt
PE161101,6,13,Male,Uncle/Aunt,15,Male,Uncle/Aunt,19,Male,Uncle/Aunt
PE161102,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161102,1,22,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE161102,2,46,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE161102,3,47,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE161102,4,69,Male,Great-grandparent (Mother's side),,,,,Male,Great-grandparent (Mother's side)
PE161102,5,24,Male,Biological parent,27,Male,Biological parent,30,Male,Biological parent
PE161102,6,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE161102,7,,,,2,Female,Brother/sister,7,Female,Brother/sister
PE161102,8,,,,,,,0,Male,Brother/sister
PE161103,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161103,1,26,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE161103,2,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE161103,3,48,Female,Maternal grandparent,51,Female,Maternal grandparent,55,Female,Maternal grandparent
PE161103,4,,,,1,Male,Half-sibling (same mother),5,Male,Half-sibling (same mother)
PE161103,5,,,,,,,1,Male,Half-sibling (same mother)
PE161104,0,4,Male,YL Child,7,Male,YL Child,,,
PE161104,1,24,Male,Biological parent,25,Male,Biological parent,,,
PE161104,2,20,Female,Biological parent,23,Female,Biological parent,,,
PE161104,3,56,Male,Paternal grandparent,,,,,,
PE161104,4,52,Female,Paternal grandparent,,,,,,
PE161104,5,19,Female,Uncle/Aunt,,,,,,
PE161104,6,17,Male,Uncle/Aunt,,,,,,
PE161104,7,14,Male,Uncle/Aunt,,,,,,
PE161104,8,12,Male,Uncle/Aunt,,,,,,
PE161104,9,10,Female,Uncle/Aunt,,,,,,
PE161104,15,7,Female,Uncle/Aunt,,,,,,
PE161104,16,2,Female,Brother/sister,5,Female,Brother/sister,,,
PE161104,17,1,Female,Brother/sister,3,Female,Brother/sister,,,
PE161104,18,,,,2,Female,Brother/sister,,,
PE161105,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161105,1,45,Male,Biological parent,47,Male,Biological parent,51,Male,Biological parent
PE161105,2,37,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE161105,3,19,Female,Brother/sister,,,,,Female,Brother/sister
PE161105,4,16,Female,Brother/sister,20,Female,Brother/sister,24,Female,Brother/sister
PE161105,5,14,Male,Brother/sister,17,Male,Brother/sister,21,Male,Brother/sister
PE161105,6,13,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE161105,7,9,Female,Brother/sister,13,Female,Brother/sister,16,Female,Brother/sister
PE161105,15,8,Female,Brother/sister,10,Female,Brother/sister,15,Female,Brother/sister
PE161105,16,2,Female,Brother/sister,4,Female,Brother/sister,9,Female,Brother/sister
PE161105,17,,,,,,,21,Female,Brother/sister-in-law
PE161105,18,,,,,,,3,Male,Nephew/Niece
PE161106,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161106,1,20,Female,Biological parent,23,Female,Biological parent,26,Female,Biological parent
PE161106,2,77,Male,Great-grandparent (Mother's side),,,,,Male,Great-grandparent (Mother's side)
PE161106,3,77,Female,Great-grandparent (Mother's side),,,,,Female,Great-grandparent (Mother's side)
PE161106,4,42,Female,Maternal grandparent,44,Female,Maternal grandparent,48,Female,Maternal grandparent
PE161106,5,44,Male,Maternal grandparent,48,Male,Maternal grandparent,51,Male,Maternal grandparent
PE161106,6,,,,,,,38,Male,Step-parent
PE161106,7,,,,,,,0,Female,Half-sibling (same mother)
PE161107,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161107,1,31,Male,Biological parent,36,Male,Biological parent,40,Male,Biological parent
PE161107,2,33,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE161107,3,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161107,4,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE161107,15,7,Female,Brother/sister,9,Female,Brother/sister,14,Female,Brother/sister
PE161107,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161107,17,0,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE161108,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161108,1,36,Male,Biological parent,39,Male,Biological parent,42,Male,Biological parent
PE161108,2,31,Female,Biological parent,35,Female,Biological parent,38,Female,Biological parent
PE161108,3,14,Female,Brother/sister,17,Female,Brother/sister,21,Female,Brother/sister
PE161108,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161108,16,0,Male,Brother/sister,3,Male,Brother/sister,6,Male,Brother/sister
PE161108,17,,,,0,Female,Nephew/Niece,4,Female,Nephew/Niece
PE171001,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE171001,1,25,Male,Biological parent,27,Male,Biological parent,31,Male,Biological parent
PE171001,2,25,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE171001,3,16,Male,Uncle/Aunt,,,,,Male,
PE171001,4,18,Female,Uncle/Aunt,,,,,Female,
PE171001,5,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE171001,6,,,,,,,2,Female,Brother/sister
PE171002,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171002,1,35,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE171002,2,31,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE171002,3,13,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE171002,4,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE171002,5,64,Male,Maternal grandparent,68,Male,Maternal grandparent,72,Male,Maternal grandparent
PE171002,6,61,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE171002,7,18,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE171002,15,8,Male,Cousin,,,,,Male,Cousin
PE171003,0,5,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE171003,1,32,Male,Biological parent,35,Male,Biological parent,38,Male,Biological parent
PE171003,2,33,Female,Biological parent,35,Female,Biological parent,38,Female,Biological parent
PE171003,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE171003,16,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE171004,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171004,1,38,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE171004,2,37,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE171004,3,17,Male,Brother/sister,21,Male,Brother/sister,25,Male,Brother/sister
PE171004,4,15,Female,Brother/sister,18,Female,Brother/sister,22,Female,Brother/sister
PE171004,5,13,Female,Brother/sister,16,Female,Brother/sister,20,Female,Brother/sister
PE171004,6,,,,,,,,,
PE171004,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE171005,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171005,1,43,Male,Biological parent,,,,,Male,
PE171005,2,39,Female,Biological parent,41,Female,Biological parent,46,Female,Biological parent
PE171005,3,20,Female,Half-sibling (same mother),,,,,Female,Half-sibling (same mother)
PE171005,4,18,Female,Half-sibling (same mother),,,,24,Female,Half-sibling (same mother)
PE171005,5,16,Male,Half-sibling (same mother),19,Male,Half-sibling (same mother),21,Male,Half-sibling (same mother)
PE171005,6,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE171005,7,11,Female,Half-sibling (same mother),14,Female,Half-sibling (same mother),18,Female,Half-sibling (same mother)
PE171007,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171007,1,26,Female,Biological parent,30,Female,Biological parent,34,Female,Biological parent
PE171007,2,52,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE171007,3,54,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE171007,4,29,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,5,23,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE171007,6,27,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,7,23,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,8,21,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,9,19,Male,Uncle/Aunt,,,,,,Uncle/Aunt
PE171007,10,15,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,11,12,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171007,15,6,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE171007,16,5,Male,Cousin,,,,,Male,Cousin
PE171007,17,,,,31,Male,Step-parent,35,Male,Step-parent
PE171007,18,,,,1,Female,Half-sibling (same mother),5,Female,Half-sibling (same mother)
PE171007,19,,,,9,Male,Step-sibling,13,Male,Step-sibling
PE171007,20,,,,6,Female,Step-sibling,9,Female,Step-sibling
PE171008,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171008,1,29,Male,Biological parent,,,,,Male,
PE171008,2,24,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE171008,3,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE171010,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE171010,1,28,Male,Biological parent,29,Male,Biological parent,35,Male,Biological parent
PE171010,2,21,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE171010,3,49,Male,Maternal grandparent,,,,,Male,
PE171010,4,18,Female,Uncle/Aunt,,,,,Female,
PE171010,5,58,Male,Paternal grandparent,,,,65,Male,Paternal grandparent
PE171010,6,14,Female,Uncle/Aunt,,,,,Female,
PE171010,7,13,Male,Uncle/Aunt,,,,,,
PE171010,8,11,Female,Uncle/Aunt,,,,,Female,
PE171010,9,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE171011,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE171011,1,30,Male,Biological parent,,,,,Male,
PE171011,2,35,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE171011,3,19,Female,Half-sibling (same mother),,,,,Female,Half-sibling (same mother)
PE171011,4,15,Male,Half-sibling (same mother),21,Male,Half-sibling (same mother),23,Male,Half-sibling (same mother)
PE171011,5,11,Female,Half-sibling (same mother),14,Female,Half-sibling (same mother),18,Female,Half-sibling (same mother)
PE171011,15,7,Female,Brother/sister,10,Female,Brother/sister,13,Female,Brother/sister
PE171011,16,18,Male,Cousin,,,,,Male,Cousin
PE171013,0,6,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE171013,1,27,Female,Biological parent,29,Female,Biological parent,34,Female,Biological parent
PE171013,2,10,Female,Brother/sister,12,Female,Brother/sister,16,Female,Half-sibling (same mother)
PE171013,3,88,Male,Maternal grandparent,,,,84,Male,Maternal grandparent
PE171013,4,75,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE171013,5,34,Female,Uncle/Aunt,,,,42,Female,Uncle/Aunt
PE171013,6,17,Female,Cousin,,,,21,Female,Cousin
PE171013,7,13,Male,Cousin,,,,21,Male,Cousin
PE171013,8,12,Female,Cousin,,,,20,Female,Cousin
PE171013,9,10,Male,Cousin,,,,17,Male,Cousin
PE171014,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE171014,1,36,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE171014,2,36,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE171014,3,14,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE171014,4,10,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE171014,5,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE171014,6,45,Male,Uncle/Aunt,49,Male,Uncle/Aunt,53,Male,Uncle/Aunt
PE171014,7,42,Male,Uncle/Aunt,47,Male,Uncle/Aunt,50,Male,Uncle/Aunt
PE171014,8,39,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE171014,9,32,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE171014,10,16,Female,Cousin,,,,,Female,Cousin
PE171014,11,16,Male,Cousin,,,,,Male,Cousin
PE171014,15,7,Male,Brother/sister,9,Male,Brother/sister,14,Male,Brother/sister
PE171014,16,7,Male,Cousin,,,,,Male,Cousin
PE171015,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE171015,1,26,Male,Biological parent,27,Male,Biological parent,32,Male,Biological parent
PE171015,2,26,Female,Biological parent,28,Female,Biological parent,33,Female,Biological parent
PE171015,15,7,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE171015,16,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE171016,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171016,1,40,Male,Biological parent,44,Male,Biological parent,48,Male,Biological parent
PE171016,2,39,Female,Biological parent,43,Female,Biological parent,47,Female,Biological parent
PE171016,3,10,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE171016,15,7,Male,Brother/sister,10,Male,Brother/sister,13,Male,Brother/sister
PE171017,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171017,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE171017,2,37,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE171017,15,6,Male,Brother/sister,,,,,Male,Brother/sister
PE171017,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE171017,17,,,,,,,3,Female,Brother/sister
PE171018,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171018,1,47,Male,Uncle/Aunt,55,Male,Uncle/Aunt,50,Male,Uncle/Aunt
PE171018,2,38,Female,Uncle/Aunt,39,Female,Uncle/Aunt,43,Female,Uncle/Aunt
PE171018,3,15,Female,Cousin,,,,,Female,Cousin
PE171018,4,14,Female,Cousin,,,,,Female,Cousin
PE171018,5,13,Male,Cousin,,,,20,Male,Cousin
PE171018,6,10,Male,Cousin,,,,18,Male,Cousin
PE171018,15,8,Male,Cousin,,,,16,Male,Cousin
PE171018,16,4,Male,Cousin,7,Male,Cousin,11,Male,Cousin
PE171019,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171019,1,48,Male,Biological parent,51,Male,Biological parent,55,Male,Biological parent
PE171019,2,37,Female,Biological parent,38,Female,Biological parent,43,Female,Biological parent
PE171019,3,18,Male,Brother/sister,21,Male,Brother/sister,24,Male,Brother/sister
PE171019,4,15,Male,Brother/sister,18,Male,Brother/sister,22,Male,Brother/sister
PE171019,5,13,Female,Brother/sister,,,,,Female,Brother/sister
PE171019,6,11,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE171019,15,8,Male,Brother/sister,11,Male,Brother/sister,15,Male,Brother/sister
PE171019,16,7,Female,Brother/sister,9,Female,Brother/sister,14,Female,Brother/sister
PE171019,17,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE171019,18,,,,,,,22,Female,Brother/sister-in-law
PE171019,19,,,,,,,0,Male,Nephew/Niece
PE171020,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE171020,1,44,Male,Biological parent,,,,,Male,Biological parent
PE171020,2,38,Female,Biological parent,40,Female,Biological parent,43,Female,Biological parent
PE171020,3,11,Male,Brother/sister,,,,,Male,Brother/sister
PE171020,15,8,Female,Brother/sister,11,Female,Brother/sister,15,Female,Brother/sister
PE171020,16,0,Female,Half-sibling (same mother),2,Female,Half-sibling (same mother),6,Female,Half-sibling (same mother)
PE171020,17,,,,0,Female,Half-sibling (same mother),4,Female,Half-sibling (same mother)
PE171020,18,,,,,,,89,Male,Step-parent
PE171021,1,,,,,,,,,
PE171021,2,,,,,,,,,
PE171022,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE171022,1,38,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE171022,2,29,Female,Biological parent,31,Female,Biological parent,36,Female,Biological parent
PE171022,3,71,Female,Maternal grandparent,75,Female,Maternal grandparent,79,Female,Maternal grandparent
PE171022,4,74,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE171022,5,18,Male,Cousin,,,,,Male,Nephew/Niece
PE171022,6,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE171023,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171023,1,22,Female,Biological parent,,,,28,Female,Biological parent
PE171023,2,58,Female,Maternal grandparent,60,Female,Maternal grandparent,68,Female,Maternal grandparent
PE171023,3,28,Female,Uncle/Aunt,30,Female,Uncle/Aunt,34,Female,Uncle/Aunt
PE171023,4,26,Male,Uncle/Aunt,,,,30,Male,Uncle/Aunt
PE171023,5,24,Male,Uncle/Aunt,,,,29,Male,Uncle/Aunt
PE171023,6,19,Male,Uncle/Aunt,,,,24,Male,Uncle/Aunt
PE171023,7,23,Female,Uncle/Aunt,,,,28,Female,Uncle/Aunt
PE171023,15,6,Male,Cousin,,,,13,Male,Cousin
PE171023,16,5,Male,Cousin,8,Male,Cousin,12,Male,Cousin
PE171023,17,,,,,,,32,Male,Step-parent
PE171023,18,,,,,,,5,Female,Half-sibling (same mother)
PE171025,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE171025,1,47,Male,Biological parent,50,Male,Biological parent,54,Male,Biological parent
PE171025,2,35,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE171025,3,11,Female,Brother/sister,14,Female,Brother/sister,19,Female,Brother/sister
PE171025,4,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE171025,5,,,,16,Male,Brother/sister,20,Male,Brother/sister
PE171025,6,,,,,,,50,Male,Uncle/Aunt
PE171026,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
