hh_id,person_id,age,memsex,relate,livhse
ET180012,15,7,2,7,1
ET180012,16,1,2,7,1
ET180013,0,5,2,0,1
ET180013,1,69,2,6,1
ET180013,2,39,1,1,1
ET180013,3,28,2,1,1
ET180013,4,10,1,7,1
ET180013,15,8,2,7,1
ET180013,16,3,1,7,1
ET180013,17,0,1,7,1
ET180014,0,4,2,0,1
ET180014,1,64,2,5,1
ET180014,2,34,2,1,1
ET180014,3,14,1,7,1
ET180014,4,13,2,7,2
ET180014,5,11,2,7,2
ET180014,15,8,2,7,1
ET180014,16,7,2,7,1
ET180015,0,4,1,0,1
ET180015,1,39,1,1,1
ET180015,2,29,2,1,1
ET180015,3,11,1,7,1
ET180015,15,8,2,7,1
ET180015,16,1,1,7,1
ET180016,0,4,2,0,1
ET180016,1,40,1,1,1
ET180016,2,29,2,1,1
ET180016,15,7,1,9,1
ET180016,16,1,2,7,1
ET180017,0,5,1,0,1
ET180017,1,86,1,5,1
ET180017,2,35,2,1,1
ET180017,3,32,2,13,3
ET180017,4,10,1,14,1
ET180017,15,8,2,9,3
ET180017,16,7,2,14,1
ET180018,0,4,1,0,1
ET180018,1,39,1,1,1
ET180018,2,34,2,1,1
ET180018,3,15,1,9,1
ET180018,4,11,1,7,1
ET180018,15,7,2,7,1
ET180019,0,4,2,0,1
ET180019,1,44,1,1,1
ET180019,2,34,2,1,1
ET180019,3,14,2,7,2
ET180019,4,13,2,7,1
ET180019,5,11,2,7,1
ET180019,6,9,2,7,1
ET180019,7,7,2,7,1
ET180019,8,0,2,7,1
ET180020,0,5,1,0,1
ET180020,1,45,1,1,2
ET180020,2,31,2,1,1
ET180020,3,14,2,7,2
ET180020,4,11,2,7,1
ET180020,15,8,2,7,1
ET180020,16,2,1,7,1
ET180021,0,5,1,0,1
ET180021,1,54,1,1,1
ET180021,2,46,2,1,1
ET180021,3,26,2,7,1
ET180021,4,23,2,7,1
ET180021,5,21,2,7,1
ET180021,6,16,2,7,1
ET180021,7,14,1,7,1
ET180021,8,12,2,7,1
ET180021,9,10,1,7,1
ET180022,0,5,1,0,1
ET180022,1,44,1,1,1
ET180022,2,39,2,1,1
ET180022,3,20,1,7,1
ET180022,4,18,2,7,1
ET180022,5,14,1,7,1
ET180022,6,2,2,7,1
ET180022,7,10,2,7,1
ET180022,8,7,2,7,1
ET180023,0,4,1,0,1
ET180023,1,27,1,1,3
ET180023,2,26,2,1,2
ET180023,3,51,1,6,1
ET180023,4,39,2,5,1
ET180023,5,18,1,13,1
ET180023,6,15,2,13,1
ET180023,7,13,2,13,1
ET180023,8,10,1,13,1
ET180023,9,8,1,13,1
ET180023,10,4,1,13,1
ET180024,0,5,1,0,1
ET180024,1,39,1,1,1
ET180024,2,32,2,1,1
ET180024,3,11,2,7,1
ET180024,4,9,2,7,1
ET180024,5,3,2,7,1
ET180024,6,1,1,7,1
ET180025,0,5,2,0,1
ET180025,1,34,1,1,1
ET180025,2,26,2,1,1
ET180025,15,7,1,7,1
ET180025,16,1,2,7,1
ET180026,0,4,2,0,1
ET180026,1,49,1,1,1
ET180026,2,36,2,1,1
ET180026,3,10,2,7,1
ET180026,15,7,2,7,1
ET180026,16,3,1,7,1
ET180027,0,5,2,0,1
ET180027,1,50,1,1,1
ET180027,2,35,2,1,1
ET180027,3,20,1,7,1
ET180027,4,14,2,7,1
ET180027,5,11,2,7,1
ET180027,6,8,1,7,1
ET180027,7,3,2,7,1
ET180027,8,1,2,7,1
ET180028,0,4,1,0,1
ET180028,1,39,1,1,1
ET180028,2,29,2,1,1
ET180028,3,13,2,7,1
ET180028,4,11,2,7,1
ET180028,5,9,1,7,1
ET180028,6,3,2,7,1
ET180028,7,0,1,7,1
ET180029,0,4,2,0,1
ET180029,1,39,1,1,1
ET180029,2,32,2,1,1
ET180029,3,14,2,7,1
ET180029,4,12,2,7,1
ET180029,5,9,2,7,1
ET180029,15,7,2,7,1
ET180029,16,3,2,7,1
ET180029,17,0,1,7,1
ET180029,18,65,2,5,1
ET180031,0,4,2,0,1
ET180031,1,33,1,1,1
ET180031,2,23,2,1,1
ET180031,3,1,2,7,1
ET180032,0,4,1,0,1
ET180032,1,79,1,6,1
ET180032,2,59,2,5,1
ET180032,3,28,2,1,1
ET180032,4,14,1,13,1
ET180032,5,2,1,7,1
ET180033,0,5,1,0,1
ET180033,1,33,1,1,1
ET180033,2,28,2,1,1
ET180033,3,12,1,7,1
ET180033,15,7,1,7,1
ET180033,16,2,2,7,1
ET180034,0,4,2,0,1
ET180034,1,29,1,1,2
ET180034,2,24,2,1,1
ET180034,15,6,2,7,2
ET180034,16,55,2,5,1
ET180034,17,30,1,19,1
ET180034,18,18,1,13,1
ET180034,19,14,1,13,1
ET180034,20,12,1,13,1
ET180035,0,5,1,0,1
ET180035,1,44,1,1,1
ET180035,2,39,2,1,1
ET180035,3,15,2,7,1
ET180035,4,13,2,7,1
ET180035,5,13,2,7,1
ET180035,6,11,2,7,1
ET180035,15,8,2,7,1
ET180035,16,2,2,7,1
ET180036,0,5,1,0,1
ET180036,1,49,1,1,1
ET180036,2,36,2,1,1
ET180036,3,18,2,7,1
ET180036,4,15,1,7,1
ET180036,5,12,2,7,1
ET180036,6,10,2,7,1
ET180036,15,7,1,7,1
ET180036,16,3,2,7,1
ET180036,17,1,1,7,1
ET180037,0,5,1,0,1
ET180037,1,39,1,1,1
ET180037,2,28,2,1,1
ET180037,3,13,2,7,1
ET180037,4,12,2,7,1
ET180037,5,10,1,7,1
ET180037,6,3,2,7,1
ET180037,7,1,1,7,1
ET180038,0,4,2,0,1
ET180038,1,32,1,1,1
ET180038,2,23,2,2,1
ET180038,3,2,2,8,1
ET180038,4,0,1,8,1
ET180039,0,4,2,0,1
ET180039,1,49,1,1,1
ET180039,2,34,2,1,1
ET180039,3,13,1,7,1
ET180039,4,10,2,7,1
ET180039,15,8,1,7,1
ET180039,16,2,2,7,1
ET180040,0,5,1,0,1
ET180040,1,44,1,1,1
ET180040,2,34,2,1,1
ET180040,3,14,2,7,1
ET180040,4,9,2,7,1
ET180040,5,2,2,7,1
ET180041,0,4,2,0,1
ET180041,1,49,1,1,3
ET180041,2,38,2,1,1
ET180041,3,20,2,7,2
ET180041,4,17,2,7,2
ET180041,5,14,1,7,1
ET180041,6,11,2,7,1
ET180041,7,10,2,7,1
ET180041,15,7,1,7,1
ET180042,0,5,2,0,1
ET180042,1,39,1,1,1
ET180042,2,30,2,1,1
ET180042,3,11,1,7,1
ET180042,4,9,1,7,1
ET180042,15,7,2,7,1
ET180042,16,0,1,7,1
ET180042,17,0,2,7,1
ET180043,0,5,1,0,1
ET180043,1,34,1,1,3
ET180043,2,32,2,1,1
ET180043,3,13,2,7,1
ET180043,4,11,1,7,1
ET180043,5,9,1,7,1
ET180044,0,4,1,0,1
ET180044,1,51,1,1,1
ET180044,2,39,2,1,1
ET180044,3,23,1,7,2
ET180044,4,20,1,7,1
ET180044,5,16,2,7,1
ET180044,6,13,2,7,1
ET180044,7,10,1,7,1
ET180044,15,8,1,7,1
ET180044,16,4,1,13,1
ET180045,0,5,2,0,1
ET180045,1,50,1,1,1
ET180045,2,39,2,1,1
ET180045,3,23,1,7,1
ET180045,4,20,2,7,2
ET180045,5,17,2,7,1
ET180045,6,15,1,7,1
ET180045,7,10,2,7,1
ET180045,15,8,2,7,1
ET180045,16,2,2,7,1
ET180046,0,4,2,0,1
ET180046,1,48,1,1,1
ET180046,2,37,2,1,1
ET180046,3,20,2,7,2
ET180046,4,16,1,7,1
ET180046,5,12,2,7,1
ET180046,6,10,2,7,1
ET180046,15,7,2,7,1
ET180046,16,1,1,7,1
ET180047,0,4,1,0,1
ET180047,1,49,1,1,1
ET180047,2,40,2,1,1
ET180047,3,15,2,7,1
ET180047,4,13,1,7,1
ET180047,5,11,2,7,1
ET180047,15,9,1,7,1
ET180047,16,3,1,7,1
ET180048,0,5,2,0,1
ET180048,1,39,1,1,2
ET180048,2,25,2,1,2
ET180048,15,7,1,7,1
ET180048,16,65,1,5,1
ET180048,17,55,2,5,1
ET180049,0,4,2,0,1
ET180049,1,34,1,1,2
ET180049,2,29,2,1,1
ET180049,3,9,2,9,1
ET180049,4,65,2,5,1
ET180050,0,5,1,0,1
ET180050,1,49,1,1,1
ET180050,2,34,2,1,1
ET180050,3,19,2,7,1
ET180050,4,14,2,7,1
ET180050,5,12,2,7,1
ET180050,6,10,1,7,1
ET180050,7,3,1,7,1
ET180050,8,0,2,7,1
ET180051,0,5,1,0,1
ET180051,1,44,1,1,1
ET180051,2,39,2,1,1
ET180051,3,16,2,7,1
ET180051,4,12,1,7,1
ET180051,5,10,1,7,1
ET180051,15,8,2,7,1
ET180051,16,2,1,7,1
ET180051,17,0,2,7,1
ET180052,0,5,2,0,1
ET180052,1,44,1,1,1
ET180052,2,32,2,1,1
ET180052,3,17,2,7,1
ET180052,4,14,2,7,1
ET180052,5,12,1,7,1
ET180052,15,7,2,7,1
ET180052,16,1,2,7,1
ET180053,0,4,1,0,1
ET180053,1,39,1,1,1
ET180053,2,34,2,1,1
ET180053,3,13,2,7,1
ET180053,4,11,2,7,1
ET180053,5,9,2,7,1
ET180053,6,2,1,7,1
ET180053,7,0,2,7,1
ET180054,0,5,2,0,1
ET180054,1,34,2,1,1
ET180054,2,15,1,9,1
ET180055,0,4,1,0,1
ET180055,1,61,1,1,1
ET180055,2,42,2,1,1
ET180055,3,24,1,7,1
ET180055,4,22,1,7,1
ET180055,5,13,1,7,1
ET180055,6,11,1,7,1
ET180055,15,7,1,7,1
ET180055,16,2,1,7,1
ET180056,0,4,2,0,1
ET180056,1,36,1,1,1
ET180056,2,29,2,1,1
ET180056,3,10,2,7,1
ET180056,15,7,1,7,1
ET180056,16,1,1,7,1
ET180057,0,4,2,0,1
ET180057,1,40,1,1,1
ET180057,2,30,2,1,1
ET180057,3,11,1,7,1
ET180057,4,10,1,7,1
ET180057,15,8,1,7,1
ET180057,16,3,1,7,1
ET180057,17,1,1,7,1
ET180058,0,4,2,0,1
ET180058,1,48,1,1,1
ET180058,2,37,2,1,1
ET180058,3,22,1,7,3
ET180058,4,20,2,7,1
ET180058,5,12,1,7,1
ET180058,6,10,2,7,1
ET180058,15,7,1,7,1
ET180058,16,2,1,7,1
ET180059,0,5,1,0,1
ET180059,1,49,1,1,1
ET180059,2,39,2,1,1
ET180059,3,20,2,9,1
ET180059,4,18,1,9,1
ET180059,5,15,2,7,1
ET180059,6,11,2,7,1
ET180059,7,9,2,7,1
ET180059,8,2,1,7,1
ET180060,0,4,2,0,1
ET180060,1,59,1,1,1
ET180060,2,49,2,1,1
ET180060,3,24,1,7,2
ET180060,4,21,1,7,1
ET180060,5,19,2,7,1
ET180060,6,17,1,7,1
ET180060,7,15,1,7,1
ET180060,8,12,2,7,1
ET180060,9,9,2,7,1
ET180060,10,27,1,7,1
ET180061,0,4,1,0,1
ET180061,1,29,1,1,1
ET180061,2,23,2,1,1
ET180061,3,0,2,7,1
ET180062,0,4,1,0,1
ET180062,1,48,1,1,1
ET180062,2,32,2,1,1
ET180062,3,13,1,7,1
ET180062,4,11,2,7,1
ET180062,15,7,2,7,1
ET180062,16,2,1,7,1
ET180063,0,4,2,0,1
ET180063,1,41,1,1,1
ET180063,2,25,2,1,1
ET180063,3,10,2,7,1
ET180063,15,7,2,7,1
ET180063,16,1,1,7,1
ET180064,0,5,2,0,1
ET180064,1,51,1,1,1
ET180064,2,36,2,1,1
ET180064,3,14,1,7,1
ET180064,4,11,2,7,1
ET180064,5,2,2,7,1
ET180065,0,4,1,0,1
ET180065,1,48,1,1,1
ET180065,2,38,2,1,1
ET180065,3,19,2,7,1
ET180065,4,15,1,7,1
ET180065,5,12,2,7,1
ET180065,6,11,2,7,1
ET180065,15,8,2,7,1
ET180065,16,2,2,7,1
ET180066,0,5,2,0,1
ET180066,1,34,1,1,1
ET180066,2,34,2,1,1
ET180066,3,19,2,9,1
ET180066,4,17,1,9,1
ET180066,5,2,2,7,1
ET180066,6,0,1,7,1
ET180067,0,5,1,0,1
ET180067,1,59,1,1,1
ET180067,2,48,2,1,1
ET180067,3,31,1,7,3
ET180067,4,30,1,7,3
ET180067,5,20,1,7,1
ET180067,6,24,2,7,3
ET180067,7,20,1,7,1
ET180067,8,18,2,7,1
ET180067,9,15,2,7,1
ET180067,10,13,2,7,1
ET180067,11,11,2,7,1
ET180067,12,9,1,7,1
ET180067,13,1,1,7,1
ET180068,0,5,1,0,1
ET180068,1,39,1,1,1
ET180068,2,29,2,1,1
ET180068,3,12,2,7,1
ET180068,4,9,2,7,1
ET180068,5,2,1,7,1
ET180069,0,4,1,0,1
ET180069,1,31,1,1,1
ET180069,2,23,2,1,1
ET180069,3,9,2,7,1
ET180069,4,2,1,7,1
ET180070,0,5,2,0,1
ET180070,1,31,1,1,1
ET180070,2,26,2,1,1
ET180070,3,9,2,7,1
ET180070,4,1,1,7,1
ET180070,5,60,2,6,1
ET180070,6,16,2,14,1
ET180071,0,5,1,0,1
ET180071,1,64,1,1,1
ET180071,2,47,2,1,1
ET180071,3,27,1,7,2
ET180071,4,24,2,7,2
ET180071,5,22,2,7,1
ET180071,6,19,1,7,2
ET180071,7,17,1,7,1
ET180071,8,15,1,7,1
ET180071,9,11,2,7,1
ET180071,15,8,2,7,1
ET180071,16,2,2,15,1
ET180072,0,5,1,0,1
ET180072,1,34,1,1,1
ET180072,2,27,2,1,1
ET180072,3,14,1,7,1
ET180072,4,11,1,7,1
ET180072,15,7,1,7,1
ET180072,16,2,1,7,1
ET180073,0,4,1,0,1
ET180073,1,44,1,1,1
ET180073,2,30,2,1,1
ET180073,3,15,2,7,1
ET180073,4,12,2,7,1
ET180073,15,8,1,7,1
ET180073,16,1,1,7,1
ET180074,0,5,2,0,1
ET180074,1,43,2,1,1
ET180074,2,25,1,7,3
ET180074,3,19,1,7,2
ET180074,4,11,2,7,1
ET180074,5,10,2,7,1
ET180074,15,7,1,7,1
ET180074,16,16,2,7,1
ET180074,17,14,1,7,1
ET180075,0,4,1,0,1
ET180075,1,34,1,1,1
ET180075,2,30,2,1,1
ET180075,3,17,2,7,1
ET180075,4,15,1,7,1
ET180075,5,13,1,7,1
ET180075,6,11,1,7,1
ET180075,15,8,1,7,1
ET180075,16,1,2,7,1
ET180076,0,5,2,0,1
ET180076,1,35,1,1,1
ET180076,2,27,2,1,1
ET180076,3,10,2,7,1
ET180076,4,3,2,7,1
ET180077,0,5,1,0,1
ET180077,1,32,1,1,1
ET180077,2,26,2,1,1
ET180077,3,19,1,14,2
ET180077,4,9,2,9,1
ET180077,5,2,2,7,1
ET180077,6,67,2,5,1
ET180079,0,5,1,0,1
ET180079,1,28,1,1,1
ET180079,2,22,2,1,1
ET180079,3,60,2,6,1
ET180079,4,3,2,7,1
ET180079,5,73,1,6,1
ET180080,0,5,1,0,1
ET180080,1,34,1,1,2
ET180080,2,32,2,1,3
ET180080,3,17,1,7,1
ET180080,4,15,1,7,1
ET180080,15,8,1,7,1
ET180081,0,5,1,0,1
ET180081,1,36,1,1,1
ET180081,2,30,2,1,1
ET180081,3,12,1,7,1
ET180081,4,10,2,7,1
ET180081,5,8,1,7,1
ET180081,6,2,2,7,1
ET180082,0,4,2,0,1
ET180082,1,54,1,1,1
ET180082,2,48,2,1,1
ET180082,3,26,1,7,2
ET180082,4,22,1,7,1
ET180082,5,21,2,7,1
ET180082,6,18,2,7,1
ET180082,7,11,2,7,1
ET180082,8,15,1,7,1
ET180082,9,1,2,7,1
ET180083,0,5,2,0,1
ET180083,1,44,1,1,1
ET180083,2,39,2,1,1
ET180083,3,25,1,7,2
ET180083,4,20,2,7,1
ET180083,5,17,2,7,1
ET180083,6,14,1,7,1
ET180083,7,11,1,7,1
ET180083,15,7,1,7,1
ET180084,0,4,1,0,1
ET180084,1,34,1,1,1
ET180084,2,26,2,1,1
ET180084,15,8,1,7,1
ET180084,16,1,2,7,1
ET180085,0,4,1,0,1
ET180085,1,32,1,1,1
ET180085,2,27,2,1,1
ET180085,15,8,2,7,1
ET180085,16,3,2,7,1
ET180085,17,0,1,7,1
ET180086,0,4,2,0,1
ET180086,1,35,1,1,1
ET180086,2,25,2,1,1
ET180086,3,9,1,7,1
ET180086,15,7,2,7,1
ET180086,16,2,1,7,1
ET180087,0,4,1,0,1
ET180087,1,31,1,1,1
ET180087,2,28,2,1,1
ET180087,3,11,2,7,1
ET180087,4,9,2,7,1
ET180087,15,7,1,7,1
ET180087,16,7,2,7,1
ET180087,17,0,1,7,1
ET180088,0,4,2,0,1
ET180088,1,42,1,1,1
ET180088,2,34,2,1,1
ET180088,3,14,1,7,1
ET180088,4,12,2,7,1
ET180088,5,10,1,7,1
ET180088,15,7,2,7,1
ET180088,16,1,1,7,1
ET180089,0,5,1,0,1
ET180089,1,29,1,1,2
ET180089,2,22,2,1,2
ET180089,3,58,1,6,1
ET180089,4,44,2,5,1
ET180089,5,13,1,13,1
ET180089,6,7,2,13,1
ET180089,7,10,1,13,1
ET180089,8,4,1,13,1
ET180090,0,4,1,0,1
ET180090,1,39,1,1,1
ET180090,2,35,2,1,1
ET180090,3,14,1,7,1
ET180090,4,12,1,7,1
ET180090,5,10,1,7,1
ET180090,15,8,1,7,1
ET180090,16,1,2,7,1
ET180091,0,4,1,0,1
ET180091,1,37,1,1,1
ET180091,2,33,2,1,1
ET180091,15,7,1,7,1
ET180091,16,3,1,7,1
ET180091,17,0,1,7,1
ET180092,0,5,1,0,1
ET180092,1,31,1,1,1
ET180092,2,24,2,1,1
ET180092,3,12,1,7,1
ET180092,4,10,1,7,1
ET180092,5,2,1,7,1
ET180093,0,4,2,0,1
ET180093,1,44,1,1,3
ET180093,2,31,2,1,1
ET180093,3,14,2,7,1
ET180093,4,9,1,7,1
ET180094,0,4,2,0,1
ET180094,1,49,1,1,1
ET180094,2,40,2,1,1
ET180094,3,24,2,7,2
ET180094,4,21,2,7,1
ET180094,5,18,1,7,1
ET180094,6,15,1,7,2
ET180094,7,12,1,7,1
ET180094,8,9,2,7,1
ET180094,15,7,2,7,1
ET180094,16,0,1,7,1
ET180095,0,4,2,0,1
ET180095,1,29,1,1,2
ET180095,2,25,2,1,1
ET180095,3,1,1,9,1
ET180095,4,40,2,5,1
ET180096,0,5,1,0,1
ET180096,1,44,1,1,1
ET180096,2,34,2,1,1
ET180096,3,14,1,7,1
ET180096,4,11,2,7,1
ET180096,5,9,1,7,1
ET180097,0,4,2,0,1
ET180097,1,52,1,1,1
ET180097,2,32,2,1,1
ET180097,3,16,2,7,1
ET180097,4,13,1,7,1
ET180097,5,11,1,7,1
ET180097,15,8,2,7,1
ET180097,16,2,2,7,1
ET180100,0,5,2,0,1
ET180100,1,34,2,1,3
ET180100,2,19,2,9,2
ET180100,3,16,2,9,2
ET180100,4,12,1,9,2
ET180100,5,70,2,5,1
ET190001,0,5,2,0,1
ET190001,1,42,1,1,1
ET190001,2,28,2,1,1
ET190001,3,14,1,7,1
ET190001,4,11,2,7,1
ET190001,5,12,2,7,1
ET190001,15,8,2,7,1
ET190001,16,2,2,7,1
ET190001,17,1,1,7,1
ET190002,0,5,1,0,1
ET190002,1,39,1,1,2
ET190002,2,28,2,1,1
ET190002,3,2,2,7,1
ET190003,0,5,2,0,1
ET190003,1,32,2,1,1
ET190003,2,15,2,9,1
ET190003,3,0,2,7,1
ET190004,0,5,2,0,1
ET190004,1,44,1,1,3
ET190004,2,40,2,1,1
ET190004,3,17,2,7,1
ET190004,4,0,2,9,1
ET190005,0,5,1,0,1
ET190005,1,42,1,1,1
ET190005,2,29,2,1,1
ET190005,3,14,2,7,1
ET190005,4,12,1,7,1
ET190005,5,10,1,7,1
ET190005,15,7,1,7,1
ET190005,16,1,2,7,1
ET190006,0,5,2,0,1
ET190006,1,37,1,1,2
ET190006,2,30,2,1,1
ET190006,3,12,1,7,1
ET190006,15,8,2,7,1
ET190007,0,5,1,0,1
ET190007,1,36,1,1,3
ET190007,2,28,2,1,1
ET190007,3,3,1,7,1
ET190008,0,5,1,0,1
ET190008,1,46,1,1,1
ET190008,2,41,2,1,1
ET190008,3,19,2,7,1
ET190008,4,17,1,7,1
ET190008,5,14,1,7,1
ET190008,6,9,2,7,1
ET190008,7,1,2,7,1
ET190009,0,4,1,0,1
ET190009,1,42,1,1,1
ET190009,2,24,2,1,1
ET190009,3,3,2,7,1
ET190010,0,4,1,0,1
ET190010,1,42,1,1,1
ET190010,2,36,2,1,1
ET190010,3,10,2,9,1
ET190010,15,8,2,7,1
ET190010,16,3,1,7,1
ET190010,17,0,2,7,1
ET190011,0,5,2,0,1
ET190011,1,44,1,1,2
ET190011,2,24,2,1,1
ET190011,3,3,2,7,1
ET190011,4,1,1,7,1
ET190012,0,4,1,0,1
ET190012,1,34,2,1,1
ET190012,2,12,1,9,1
ET190012,15,8,2,7,1
ET190012,16,1,1,7,1
ET190014,0,5,1,0,1
ET190014,1,33,1,1,1
ET190014,2,32,2,1,1
ET190014,3,11,2,7,1
ET190014,15,7,1,7,1
ET190014,16,3,1,7,1
ET190014,17,0,1,7,1
ET190015,0,5,2,0,1
ET190015,1,39,2,1,1
ET190015,2,21,1,9,1
ET190015,3,20,2,9,1
ET190015,4,18,1,9,1
ET190015,5,12,1,9,1
ET190015,6,10,1,9,1
ET190016,0,5,2,0,1
ET190016,1,40,1,1,1
ET190016,2,36,2,1,1
ET190016,3,62,2,5,3
ET190016,4,22,1,13,1
ET190016,5,13,1,7,1
ET190016,6,11,2,7,1
ET190016,7,9,1,7,1
ET190016,8,1,2,7,1
ET190017,0,5,1,0,1
ET190017,1,41,1,1,1
ET190017,2,31,2,1,1
ET190017,3,13,1,7,1
ET190017,4,10,2,7,1
ET190017,15,8,2,7,1
ET190017,16,1,1,7,1
ET190018,0,5,1,0,1
ET190018,1,46,1,1,1
ET190018,2,35,2,1,1
ET190018,3,19,2,7,1
ET190018,4,17,1,7,1
ET190018,5,15,1,7,1
ET190018,6,12,2,7,1
ET190018,7,2,2,7,1
ET190018,8,13,2,8,1
ET190019,0,4,1,0,1
ET190019,1,40,1,1,1
ET190019,2,28,2,1,1
ET190019,3,10,2,7,1
ET190019,4,1,2,7,1
ET190020,0,5,1,0,1
ET190020,1,31,2,1,1
ET190020,2,14,1,9,1
ET190020,3,11,2,9,1
ET190020,15,8,1,7,1
ET190020,16,1,1,9,1
ET190021,0,5,1,0,1
ET190021,1,49,1,1,1
ET190021,2,34,2,1,1
ET190021,3,24,1,8,2
ET190021,4,22,1,8,2
ET190021,5,20,1,7,1
ET190021,6,18,1,7,1
ET190021,7,16,1,7,1
ET190021,8,13,1,7,1
ET190021,9,14,1,7,1
ET190021,10,0,1,7,1
ET190022,0,5,1,0,1
ET190022,1,35,2,1,1
ET190022,2,18,1,7,1
ET190022,3,14,2,9,1
ET190022,4,9,2,7,1
ET190022,5,0,1,7,1
ET190023,0,5,2,0,1
ET190023,1,59,1,1,1
ET190023,2,49,2,1,1
ET190023,3,27,2,7,1
ET190023,4,20,1,7,2
ET190023,5,18,1,7,1
ET190023,6,16,2,7,1
ET190023,7,11,1,7,1
ET190023,15,8,2,7,1
ET190023,16,1,2,7,1
ET190024,0,5,2,0,1
ET190024,1,60,1,5,2
ET190024,2,54,2,5,2
ET190024,3,31,2,1,1
ET190024,4,19,1,13,2
ET190024,5,17,2,13,2
ET190024,6,14,1,9,1
ET190024,7,11,2,9,1
ET190025,0,4,1,0,1
ET190025,1,44,1,1,3
ET190025,2,34,2,1,1
ET190025,3,14,1,7,1
ET190025,4,12,1,7,1
ET190025,5,10,2,7,1
ET190025,6,10,2,7,1
ET190026,0,5,1,0,1
ET190026,1,42,1,1,3
ET190026,2,34,2,1,1
ET190026,3,13,1,7,1
ET190026,4,11,1,7,1
ET190026,15,8,2,7,1
ET190027,0,5,1,0,1
ET190027,1,42,1,1,1
ET190027,2,36,2,1,1
ET190027,3,15,2,7,1
ET190027,4,13,1,7,1
ET190027,5,11,2,7,1
ET190027,6,9,2,7,1
ET190027,7,2,1,7,1
ET190027,8,1,2,7,1
ET190028,0,5,1,0,1
ET190028,1,54,2,5,2
ET190028,2,22,2,1,1
ET190028,3,21,1,13,2
ET190028,4,15,2,13,1
ET190028,5,12,1,13,1
ET190028,6,0,1,9,1
ET190029,0,5,2,0,1
ET190029,1,51,1,1,1
ET190029,2,39,2,1,1
ET190029,3,17,2,7,1
ET190029,4,16,2,7,1
ET190029,5,13,1,7,1
ET190029,6,10,1,7,1
ET190029,7,0,1,7,1
ET190030,0,4,1,0,1
ET190030,1,30,1,1,1
ET190030,2,25,2,1,1
ET190030,15,8,1,7,1
ET190030,16,2,1,7,1
ET190031,0,4,2,0,1
ET190031,1,39,1,1,1
ET190031,2,31,2,1,1
ET190031,3,12,1,7,1
ET190031,4,10,2,7,1
ET190031,15,7,1,7,1
ET190031,16,2,2,7,1
ET190032,0,5,1,0,1
ET190032,1,31,1,1,2
ET190032,2,26,2,1,1
ET190033,0,5,1,0,1
ET190033,1,49,1,1,1
ET190033,2,39,2,1,1
ET190033,3,11,2,7,1
ET190033,15,8,1,7,1
ET190033,16,2,2,7,1
ET190034,0,5,1,0,1
ET190034,1,40,1,1,2
ET190034,2,34,2,1,1
ET190034,3,18,1,7,1
ET190034,4,15,1,7,1
ET190034,5,12,1,7,1
ET190034,6,3,2,7,1
ET190035,0,4,1,0,1
ET190035,1,41,1,1,1
ET190035,2,25,2,1,1
ET190035,15,8,2,7,1
ET190035,16,0,2,7,1
ET190036,0,4,2,0,1
ET190036,1,45,1,1,1
ET190036,2,39,2,1,1
ET190036,3,15,1,7,1
ET190036,4,14,2,7,1
ET190036,5,12,1,7,1
ET190036,6,2,2,7,1
ET190037,0,4,2,0,1
ET190037,1,26,2,1,1
ET190037,15,7,2,7,1
ET190037,16,2,1,7,1
ET190038,0,4,1,0,1
ET190038,1,57,1,1,2
ET190038,2,36,2,1,1
ET190038,3,79,1,6,3
ET190038,4,18,1,13,2
ET190038,5,16,1,7,1
ET190038,6,12,1,7,1
ET190038,15,8,1,7,1
ET190038,16,1,1,7,1
ET190039,0,5,1,0,1
ET190039,1,42,2,5,1
ET190039,2,22,2,1,1
ET190039,3,24,1,13,2
ET190039,4,18,2,13,1
ET190039,5,13,2,13,1
ET190040,0,5,1,0,1
ET190040,1,46,1,1,2
ET190040,2,33,2,1,1
ET190040,3,19,1,7,2
ET190040,4,17,2,7,1
ET190040,5,11,2,7,1
ET190040,15,8,1,7,1
ET190041,0,4,2,0,1
ET190041,1,51,2,5,1
ET190041,2,27,2,1,2
ET190041,3,25,1,13,2
ET190041,4,22,1,13,1
ET190041,5,20,2,13,1
ET190041,6,18,1,13,1
ET190041,7,13,2,13,1
ET190041,8,11,1,13,1
ET190041,9,1,1,14,1
ET190042,0,5,1,0,1
ET190042,1,49,2,5,1
ET190042,2,29,2,1,1
ET190042,3,22,1,13,1
ET190042,4,16,2,13,1
ET190042,5,14,1,13,1
ET190042,15,9,1,7,1
ET190042,16,3,2,7,1
ET190043,0,5,1,0,1
ET190043,1,36,1,1,1
ET190043,2,27,2,1,1
ET190043,15,8,1,7,1
ET190043,16,2,2,7,1
ET190044,0,5,1,0,1
ET190044,1,26,2,1,1
ET190044,2,12,2,13,1
ET190044,15,7,2,7,1
ET190044,16,0,1,7,1
ET190044,17,37,1,1,1
ET190045,0,5,1,0,1
ET190045,1,24,2,1,1
ET190045,2,32,1,1,1
ET190046,0,5,1,0,1
ET190046,1,45,1,1,1
ET190046,2,34,2,1,1
ET190046,3,22,2,7,1
ET190046,4,15,1,7,1
ET190046,5,11,2,7,1
ET190046,15,7,2,7,1
ET190046,16,1,2,7,1
ET190047,0,5,2,0,1
ET190047,1,66,2,5,1
ET190047,2,36,1,13,1
ET190047,3,24,2,1,1
